population,households,total_rooms
601.0,267.0,1463.0
1581.0,881.0,4251.0
1649.0,807.0,4833.0
1077.0,536.0,2933.0
523.0,274.0,1317.0
1122.0,572.0,2982.0
1675.0,932.0,4600.0
291.0,97.0,533.0
640.0,321.0,1881.0
1698.0,937.0,4888.0
727.0,305.0,1693.0
1613.0,893.0,3832.0
2492.0,1429.0,5943.0
1588.0,791.0,3970.0
962.0,412.0,2425.0
936.0,406.0,801.0
1848.0,940.0,3319.0
2031.0,1241.0,3771.0
3136.0,1844.0,6902.0
2103.0,1217.0,4099.0
1820.0,977.0,3522.0
2719.0,1420.0,5041.0
1837.0,915.0,3330.0
1390.0,699.0,2142.0
1558.0,784.0,2768.0
1404.0,758.0,2729.0
1632.0,673.0,2621.0
1435.0,593.0,2819.0
520.0,175.0,727.0
931.0,363.0,1657.0
14.0,7.0,32.0
3.0,4.0,18.0
1535.0,631.0,2670.0
735.0,307.0,1782.0
639.0,273.0,1508.0
1115.0,516.0,2725.0
3026.0,1899.0,9728.0
1124.0,608.0,2921.0
981.0,386.0,2533.0
1518.0,805.0,4473.0
720.0,282.0,2079.0
420.0,190.0,1298.0
871.0,269.0,1831.0
994.0,363.0,1730.0
228.0,106.0,601.0
1047.0,554.0,2458.0
1253.0,531.0,3105.0
859.0,432.0,2113.0
1139.0,658.0,2814.0
681.0,249.0,1907.0
800.0,327.0,2113.0
1234.0,577.0,3053.0
771.0,357.0,1975.0
574.0,267.0,1358.0
834.0,305.0,2089.0
635.0,283.0,1873.0
1398.0,511.0,3863.0
394.0,149.0,1028.0
577.0,204.0,1467.0
1794.0,543.0,2237.0
2120.0,672.0,2846.0
254.0,118.0,767.0
2054.0,758.0,3005.0
1665.0,553.0,2614.0
85.0,30.0,101.0
666.0,289.0,1492.0
669.0,269.0,1230.0
1161.0,481.0,1722.0
1890.0,914.0,3442.0
491.0,287.0,1101.0
520.0,199.0,1006.0
2435.0,1250.0,4376.0
3870.0,2144.0,7297.0
397.0,228.0,515.0
1764.0,1147.0,3711.0
1322.0,692.0,2610.0
3390.0,1752.0,5825.0
746.0,437.0,1450.0
3397.0,1845.0,6152.0
1756.0,527.0,2101.0
1237.0,370.0,1366.0
514.0,161.0,888.0
1094.0,382.0,1809.0
705.0,246.0,912.0
442.0,131.0,542.0
727.0,290.0,1465.0
637.0,221.0,1262.0
788.0,306.0,1740.0
855.0,387.0,1733.0
894.0,435.0,1706.0
358.0,158.0,904.0
1349.0,588.0,2059.0
867.0,352.0,1552.0
488.0,224.0,1193.0
489.0,202.0,975.0
606.0,274.0,1039.0
711.0,304.0,1240.0
993.0,481.0,2083.0
561.0,251.0,1164.0
783.0,321.0,1592.0
651.0,240.0,1408.0
534.0,228.0,1309.0
626.0,228.0,1328.0
559.0,229.0,1361.0
1123.0,417.0,2424.0
921.0,461.0,2242.0
675.0,247.0,1487.0
1321.0,617.0,3278.0
830.0,368.0,2172.0
634.0,242.0,1528.0
1001.0,514.0,2403.0
326.0,156.0,629.0
2165.0,1185.0,4374.0
1423.0,781.0,3244.0
973.0,413.0,2243.0
1248.0,665.0,3167.0
2626.0,947.0,2995.0
805.0,362.0,1430.0
1655.0,898.0,3292.0
1745.0,789.0,2664.0
1161.0,420.0,1728.0
2636.0,1334.0,4702.0
1594.0,625.0,2224.0
1280.0,510.0,2731.0
703.0,311.0,1300.0
2242.0,1002.0,3133.0
746.0,285.0,1527.0
1046.0,504.0,2526.0
907.0,393.0,2061.0
821.0,341.0,1462.0
835.0,314.0,1798.0
867.0,345.0,1909.0
806.0,311.0,1287.0
1341.0,559.0,2148.0
3335.0,1585.0,5822.0
874.0,368.0,1562.0
952.0,362.0,1594.0
960.0,449.0,1996.0
1002.0,410.0,1930.0
3586.0,1815.0,6128.0
266.0,103.0,513.0
2054.0,1053.0,4098.0
248.0,84.0,388.0
679.0,247.0,1392.0
347.0,153.0,711.0
891.0,376.0,1235.0
1839.0,537.0,2331.0
538.0,159.0,614.0
1491.0,526.0,1875.0
1801.0,737.0,2586.0
1178.0,330.0,1312.0
833.0,270.0,1146.0
645.0,198.0,854.0
865.0,587.0,1901.0
1107.0,590.0,2219.0
764.0,478.0,1568.0
636.0,408.0,1523.0
1095.0,570.0,2167.0
1082.0,637.0,2155.0
665.0,416.0,1438.0
388.0,313.0,709.0
573.0,242.0,1010.0
528.0,253.0,1158.0
531.0,256.0,1122.0
493.0,206.0,941.0
376.0,194.0,888.0
896.0,334.0,1777.0
862.0,354.0,1606.0
1142.0,433.0,1923.0
1720.0,713.0,3125.0
779.0,424.0,1829.0
562.0,268.0,885.0
1075.0,453.0,1828.0
1009.0,556.0,2388.0
478.0,265.0,1214.0
806.0,458.0,2217.0
1157.0,696.0,2737.0
654.0,264.0,1132.0
953.0,371.0,1919.0
964.0,663.0,2520.0
648.0,378.0,1658.0
3408.0,2003.0,9430.0
777.0,447.0,2461.0
237.0,149.0,895.0
705.0,268.0,1526.0
381.0,159.0,684.0
3738.0,880.0,3550.0
884.0,456.0,1307.0
2355.0,978.0,3771.0
1428.0,494.0,1701.0
1135.0,465.0,2243.0
2927.0,1538.0,8324.0
1260.0,415.0,1899.0
1212.0,493.0,2483.0
2847.0,1229.0,5548.0
236.0,153.0,475.0
1328.0,541.0,2558.0
782.0,303.0,1432.0
3212.0,777.0,3014.0
599.0,194.0,740.0
1079.0,394.0,1724.0
1026.0,307.0,1062.0
632.0,215.0,1089.0
1113.0,356.0,1613.0
1695.0,735.0,3331.0
374.0,180.0,993.0
1151.0,434.0,2715.0
513.0,185.0,1097.0
1146.0,506.0,2700.0
839.0,335.0,2198.0
581.0,263.0,1361.0
662.0,292.0,1436.0
584.0,231.0,1113.0
131.0,73.0,303.0
2725.0,1544.0,6699.0
668.0,266.0,1629.0
849.0,360.0,2298.0
877.0,320.0,1877.0
753.0,282.0,1802.0
581.0,232.0,1464.0
3732.0,474.0,2789.0
562.0,237.0,1462.0
494.0,209.0,1282.0
415.0,163.0,1104.0
800.0,355.0,1860.0
978.0,447.0,2799.0
704.0,254.0,1901.0
17.0,4.0,70.0
1257.0,579.0,4393.0
6270.0,3595.0,14891.0
451.0,172.0,913.0
314.0,117.0,714.0
996.0,441.0,2526.0
502.0,180.0,1089.0
494.0,242.0,1364.0
1221.0,461.0,2825.0
1028.0,409.0,2416.0
847.0,348.0,1833.0
813.0,326.0,1859.0
1287.0,450.0,2395.0
2003.0,920.0,3259.0
1397.0,523.0,1821.0
3591.0,1566.0,6955.0
497.0,228.0,1138.0
310.0,137.0,412.0
567.0,222.0,1044.0
1086.0,387.0,2038.0
1075.0,639.0,3097.0
1090.0,519.0,2723.0
771.0,327.0,2076.0
1309.0,357.0,1761.0
642.0,162.0,620.0
1203.0,348.0,1273.0
1416.0,470.0,2475.0
2231.0,593.0,2025.0
1735.0,505.0,2503.0
2047.0,591.0,2758.0
1754.0,528.0,2307.0
2009.0,548.0,2082.0
1578.0,601.0,2810.0
864.0,317.0,1700.0
1083.0,369.0,2016.0
853.0,308.0,1511.0
1378.0,377.0,1391.0
2965.0,794.0,3559.0
825.0,250.0,1428.0
621.0,255.0,1241.0
142.0,40.0,123.0
1598.0,618.0,2693.0
1807.0,661.0,2716.0
2083.0,727.0,2880.0
1141.0,326.0,1499.0
2096.0,506.0,2080.0
2629.0,726.0,2659.0
3008.0,1038.0,5544.0
1498.0,519.0,2790.0
2048.0,704.0,3096.0
2255.0,682.0,2793.0
1790.0,748.0,2782.0
2159.0,880.0,3569.0
1172.0,519.0,2572.0
1658.0,456.0,2004.0
1274.0,396.0,1697.0
835.0,215.0,1291.0
1799.0,370.0,1205.0
788.0,143.0,636.0
165.0,112.0,239.0
980.0,319.0,1446.0
1789.0,527.0,2218.0
1227.0,354.0,1513.0
1207.0,335.0,1471.0
1422.0,389.0,1895.0
1668.0,455.0,1989.0
1915.0,558.0,2233.0
2855.0,948.0,3708.0
951.0,498.0,1867.0
1180.0,274.0,1068.0
1472.0,396.0,1115.0
1291.0,340.0,1535.0
1723.0,462.0,1672.0
2120.0,605.0,2109.0
1450.0,367.0,1417.0
1716.0,380.0,1349.0
1724.0,424.0,1730.0
1183.0,298.0,981.0
2265.0,652.0,2188.0
1044.0,241.0,1162.0
69.0,23.0,59.0
1524.0,387.0,1239.0
511.0,133.0,296.0
784.0,162.0,574.0
2931.0,692.0,2191.0
809.0,219.0,886.0
2567.0,595.0,2272.0
4426.0,1110.0,3354.0
1076.0,293.0,1212.0
2115.0,478.0,1731.0
32.0,7.0,22.0
2831.0,769.0,3821.0
4336.0,1674.0,9659.0
374.0,65.0,307.0
1384.0,369.0,1305.0
429.0,188.0,393.0
1939.0,503.0,1751.0
1916.0,646.0,2442.0
486.0,250.0,855.0
1291.0,418.0,2356.0
2678.0,1226.0,6097.0
481.0,163.0,967.0
1098.0,380.0,1958.0
1163.0,413.0,2223.0
1111.0,457.0,2464.0
2260.0,935.0,5042.0
1359.0,386.0,1650.0
1454.0,526.0,1957.0
766.0,285.0,1319.0
1368.0,390.0,1503.0
1018.0,399.0,1438.0
905.0,344.0,1382.0
1311.0,531.0,2074.0
1151.0,486.0,1854.0
1699.0,672.0,2492.0
1669.0,652.0,2835.0
1584.0,806.0,3075.0
799.0,306.0,1725.0
656.0,282.0,1665.0
1184.0,606.0,2625.0
1130.0,560.0,2852.0
957.0,363.0,2025.0
2090.0,539.0,1853.0
2178.0,737.0,2602.0
1767.0,516.0,2085.0
1550.0,529.0,2137.0
1253.0,535.0,2469.0
1459.0,595.0,2647.0
1388.0,554.0,2510.0
1304.0,588.0,2582.0
692.0,288.0,1642.0
1372.0,459.0,2711.0
1171.0,374.0,2168.0
986.0,388.0,2265.0
407.0,159.0,1099.0
2297.0,1023.0,6191.0
1815.0,697.0,3135.0
611.0,242.0,1297.0
780.0,416.0,1644.0
902.0,412.0,1933.0
1316.0,633.0,2809.0
1103.0,508.0,2651.0
801.0,422.0,1568.0
1624.0,510.0,2842.0
1695.0,572.0,3857.0
1055.0,362.0,2377.0
1349.0,462.0,3019.0
1645.0,591.0,3812.0
1079.0,434.0,2288.0
896.0,314.0,1912.0
514.0,208.0,1061.0
753.0,264.0,1541.0
1413.0,538.0,2839.0
1392.0,480.0,3150.0
1232.0,454.0,2421.0
816.0,287.0,1535.0
788.0,273.0,1666.0
1226.0,406.0,2485.0
555.0,200.0,890.0
1157.0,459.0,1979.0
1089.0,375.0,2062.0
967.0,370.0,1954.0
836.0,302.0,1428.0
518.0,195.0,1107.0
838.0,301.0,1805.0
1030.0,395.0,2174.0
1357.0,657.0,2988.0
1217.0,568.0,2584.0
693.0,380.0,1464.0
859.0,386.0,1399.0
1271.0,485.0,2476.0
926.0,371.0,1722.0
1516.0,542.0,2510.0
121.0,45.0,309.0
750.0,295.0,1477.0
807.0,296.0,1473.0
1282.0,455.0,2067.0
1888.0,829.0,3817.0
1232.0,470.0,2507.0
3141.0,1150.0,8206.0
757.0,310.0,1853.0
768.0,276.0,1708.0
5459.0,2017.0,14556.0
446.0,210.0,959.0
1895.0,886.0,4704.0
1115.0,493.0,2443.0
1113.0,318.0,2672.0
2099.0,937.0,4524.0
3401.0,1178.0,8590.0
199.0,75.0,434.0
735.0,266.0,1788.0
2465.0,862.0,5550.0
1359.0,547.0,3105.0
1332.0,483.0,1649.0
998.0,372.0,2124.0
1156.0,546.0,2549.0
733.0,274.0,2187.0
797.0,286.0,1904.0
993.0,371.0,2477.0
631.0,275.0,1532.0
2690.0,1371.0,5131.0
2593.0,1337.0,5949.0
1312.0,656.0,2943.0
1866.0,811.0,2919.0
1883.0,870.0,3407.0
825.0,269.0,1560.0
3164.0,1175.0,5036.0
973.0,349.0,1865.0
1135.0,440.0,2332.0
829.0,296.0,2287.0
1158.0,399.0,3034.0
911.0,319.0,2243.0
1137.0,419.0,2602.0
667.0,251.0,1602.0
878.0,309.0,2195.0
1553.0,629.0,2664.0
2986.0,993.0,3852.0
875.0,311.0,1732.0
2719.0,987.0,4292.0
1019.0,332.0,1262.0
349.0,107.0,413.0
1882.0,611.0,2238.0
3309.0,1117.0,4041.0
74.0,16.0,48.0
764.0,319.0,1257.0
869.0,438.0,1875.0
2401.0,819.0,3213.0
787.0,345.0,1453.0
1684.0,561.0,2265.0
2205.0,742.0,3018.0
1494.0,531.0,1744.0
479.0,179.0,830.0
637.0,260.0,1301.0
605.0,282.0,1393.0
950.0,522.0,1775.0
1941.0,863.0,2981.0
2315.0,846.0,3340.0
1763.0,675.0,2481.0
493.0,160.0,850.0
1562.0,607.0,2734.0
499.0,263.0,1235.0
1888.0,890.0,3712.0
1681.0,905.0,3700.0
4116.0,1574.0,5282.0
3171.0,1332.0,4852.0
605.0,331.0,1238.0
768.0,422.0,1377.0
1729.0,978.0,3960.0
2061.0,790.0,2865.0
2929.0,983.0,3196.0
2614.0,935.0,2909.0
1686.0,680.0,2294.0
1745.0,803.0,2864.0
1402.0,512.0,1843.0
1501.0,544.0,1813.0
959.0,383.0,1644.0
1043.0,394.0,2170.0
1892.0,643.0,2063.0
4486.0,1458.0,4877.0
1245.0,544.0,1615.0
552.0,235.0,584.0
616.0,443.0,1107.0
650.0,334.0,902.0
4094.0,1205.0,3431.0
1025.0,288.0,1060.0
1200.0,439.0,1727.0
2287.0,736.0,2837.0
2843.0,1005.0,3208.0
1185.0,451.0,1383.0
194.0,68.0,196.0
1255.0,359.0,1336.0
3749.0,1072.0,3487.0
5217.0,1772.0,5980.0
2226.0,754.0,2340.0
1245.0,430.0,1971.0
229.0,89.0,322.0
2542.0,912.0,2946.0
861.0,246.0,739.0
3199.0,1100.0,7714.0
1362.0,480.0,3190.0
864.0,309.0,1834.0
1441.0,612.0,3120.0
1924.0,852.0,3615.0
746.0,262.0,1704.0
586.0,231.0,1502.0
2372.0,1077.0,4713.0
1364.0,466.0,2962.0
778.0,278.0,1692.0
984.0,342.0,2110.0
372.0,135.0,759.0
834.0,311.0,1978.0
613.0,248.0,1325.0
1106.0,433.0,2322.0
1516.0,621.0,2860.0
1176.0,375.0,1524.0
1874.0,559.0,1878.0
952.0,403.0,2209.0
485.0,240.0,1335.0
613.0,315.0,1519.0
420.0,150.0,724.0
375.0,122.0,589.0
4757.0,1924.0,7179.0
4293.0,1872.0,7174.0
342.0,111.0,350.0
2997.0,1405.0,5492.0
1700.0,851.0,3112.0
1986.0,1078.0,3801.0
83.0,38.0,192.0
832.0,340.0,1594.0
1202.0,544.0,1995.0
1284.0,485.0,2589.0
1118.0,459.0,2584.0
1133.0,439.0,2115.0
1256.0,510.0,2570.0
799.0,319.0,1505.0
490.0,176.0,814.0
785.0,316.0,1552.0
977.0,367.0,1969.0
926.0,362.0,2122.0
613.0,255.0,1029.0
834.0,334.0,1721.0
1448.0,599.0,3046.0
714.0,295.0,1393.0
557.0,204.0,903.0
846.0,295.0,1676.0
1277.0,490.0,2711.0
866.0,360.0,1840.0
1280.0,570.0,2572.0
365.0,171.0,858.0
814.0,329.0,1604.0
661.0,239.0,1268.0
720.0,289.0,1328.0
1601.0,653.0,3566.0
1284.0,561.0,3033.0
1083.0,458.0,2267.0
538.0,270.0,1390.0
584.0,255.0,1305.0
750.0,365.0,1934.0
1235.0,499.0,2381.0
756.0,343.0,1718.0
545.0,222.0,1133.0
848.0,353.0,1717.0
608.0,246.0,1396.0
1676.0,654.0,2705.0
259.0,138.0,493.0
471.0,301.0,1321.0
1190.0,695.0,3068.0
625.0,344.0,1586.0
2616.0,1644.0,6082.0
1562.0,643.0,3448.0
1317.0,547.0,2347.0
403.0,208.0,1074.0
799.0,403.0,1868.0
770.0,380.0,1359.0
1031.0,427.0,2345.0
1211.0,357.0,1353.0
860.0,435.0,2144.0
2118.0,850.0,3188.0
2522.0,873.0,2910.0
1601.0,484.0,2443.0
1111.0,327.0,1394.0
1499.0,390.0,1769.0
1389.0,313.0,1489.0
246.0,62.0,271.0
1555.0,404.0,2606.0
1384.0,374.0,1704.0
1073.0,293.0,1237.0
1196.0,269.0,1181.0
1243.0,267.0,862.0
1434.0,342.0,1260.0
1357.0,401.0,1632.0
840.0,226.0,762.0
582.0,143.0,527.0
24.0,13.0,11.0
1107.0,235.0,944.0
800.0,180.0,843.0
1359.0,289.0,1156.0
2780.0,620.0,2602.0
7665.0,2312.0,17715.0
412.0,157.0,1279.0
3710.0,1227.0,7798.0
7249.0,2156.0,16759.0
3699.0,1162.0,7876.0
2654.0,802.0,5039.0
2949.0,1083.0,5153.0
1187.0,464.0,2996.0
1319.0,446.0,2426.0
1881.0,692.0,3814.0
3460.0,1131.0,8254.0
1023.0,298.0,2421.0
1606.0,562.0,3770.0
2103.0,688.0,3773.0
2061.0,679.0,5745.0
4723.0,1907.0,9610.0
1332.0,429.0,2056.0
1187.0,407.0,2240.0
1561.0,509.0,2259.0
1544.0,464.0,2225.0
2855.0,867.0,4644.0
1001.0,317.0,2308.0
924.0,329.0,1764.0
2106.0,720.0,3713.0
1251.0,429.0,2899.0
654.0,221.0,1582.0
1098.0,359.0,2344.0
1056.0,401.0,2655.0
1484.0,634.0,3097.0
1139.0,559.0,2495.0
1021.0,303.0,1959.0
2524.0,954.0,4367.0
1269.0,421.0,2383.0
607.0,256.0,1304.0
378.0,148.0,630.0
872.0,333.0,1741.0
873.0,400.0,1677.0
1546.0,545.0,3118.0
1722.0,536.0,3465.0
1484.0,445.0,2671.0
1911.0,621.0,3499.0
1142.0,332.0,2026.0
4944.0,1627.0,9255.0
7775.0,2397.0,18448.0
3100.0,1112.0,7063.0
1866.0,746.0,3481.0
1126.0,389.0,1935.0
5407.0,1923.0,11026.0
1973.0,853.0,4086.0
1862.0,478.0,2643.0
1024.0,339.0,1664.0
3575.0,1486.0,9020.0
2007.0,695.0,4260.0
2874.0,938.0,4935.0
1241.0,459.0,2388.0
1124.0,389.0,1998.0
3205.0,1327.0,7079.0
1391.0,522.0,3494.0
2243.0,1019.0,5411.0
1847.0,498.0,2723.0
2477.0,532.0,2742.0
4369.0,2036.0,8069.0
4952.0,1859.0,11250.0
2487.0,885.0,6459.0
1492.0,123.0,555.0
2688.0,126.0,567.0
978.0,513.0,2867.0
1592.0,810.0,3241.0
1034.0,455.0,2477.0
1385.0,483.0,2637.0
1411.0,465.0,2744.0
785.0,299.0,1473.0
2575.0,874.0,4979.0
1897.0,454.0,2345.0
1355.0,303.0,1543.0
1251.0,257.0,1350.0
2192.0,563.0,3199.0
1797.0,493.0,2824.0
600.0,201.0,1067.0
1672.0,545.0,3094.0
1677.0,522.0,2263.0
2817.0,828.0,5929.0
2392.0,629.0,2922.0
2452.0,633.0,2976.0
1131.0,343.0,1548.0
1173.0,388.0,1538.0
677.0,218.0,1157.0
1625.0,472.0,1831.0
384.0,86.0,508.0
2379.0,591.0,2178.0
2899.0,765.0,3610.0
1807.0,478.0,1712.0
1689.0,301.0,1694.0
870.0,183.0,975.0
964.0,300.0,1056.0
1886.0,550.0,2933.0
2485.0,909.0,4536.0
1325.0,252.0,1081.0
2558.0,834.0,4031.0
1719.0,459.0,1700.0
3055.0,782.0,2910.0
1494.0,312.0,1293.0
4711.0,942.0,3839.0
911.0,293.0,1613.0
1550.0,509.0,2504.0
1508.0,548.0,2438.0
947.0,328.0,1868.0
444.0,204.0,1279.0
1246.0,576.0,2550.0
1761.0,496.0,2742.0
2580.0,730.0,4100.0
3502.0,954.0,5173.0
2716.0,759.0,4038.0
1718.0,569.0,2209.0
315.0,119.0,344.0
368.0,112.0,498.0
1430.0,467.0,1921.0
854.0,269.0,1025.0
809.0,233.0,975.0
2877.0,694.0,2758.0
1466.0,302.0,1185.0
3029.0,665.0,2452.0
1024.0,221.0,852.0
1511.0,348.0,1480.0
3367.0,810.0,3827.0
1459.0,348.0,1967.0
1904.0,451.0,2318.0
1987.0,449.0,2215.0
3712.0,754.0,3623.0
2600.0,602.0,2948.0
2052.0,447.0,2242.0
1389.0,377.0,2712.0
8686.0,2666.0,17820.0
1885.0,637.0,4240.0
15507.0,5050.0,32054.0
4911.0,1534.0,9446.0
1535.0,522.0,3351.0
4332.0,1554.0,9197.0
9427.0,2777.0,18690.0
383.0,114.0,797.0
8380.0,2676.0,17527.0
1993.0,593.0,3638.0
9671.0,2890.0,21533.0
15037.0,4072.0,27700.0
3671.0,943.0,6300.0
2120.0,573.0,3552.0
4904.0,1429.0,9959.0
1406.0,472.0,3128.0
467.0,178.0,1160.0
295.0,95.0,761.0
1003.0,343.0,2524.0
2037.0,764.0,4518.0
2210.0,768.0,4723.0
2315.0,884.0,5179.0
2205.0,609.0,3855.0
2066.0,651.0,4556.0
1664.0,543.0,3408.0
1084.0,424.0,2208.0
927.0,317.0,1484.0
1696.0,604.0,3357.0
1005.0,332.0,1811.0
640.0,200.0,1267.0
2257.0,796.0,3630.0
2223.0,728.0,3416.0
1327.0,466.0,2535.0
588.0,196.0,1185.0
3359.0,1267.0,6409.0
4419.0,1526.0,7836.0
985.0,416.0,1748.0
1073.0,339.0,2059.0
1006.0,258.0,1485.0
522.0,150.0,912.0
772.0,217.0,1004.0
2105.0,737.0,4066.0
799.0,228.0,1324.0
2008.0,619.0,3082.0
885.0,246.0,1470.0
1088.0,289.0,1574.0
446.0,153.0,806.0
1751.0,656.0,2923.0
1224.0,268.0,1447.0
1396.0,317.0,1566.0
1623.0,498.0,2434.0
1047.0,249.0,1286.0
1674.0,623.0,2559.0
1327.0,364.0,2029.0
1443.0,385.0,2159.0
2868.0,752.0,3076.0
1312.0,358.0,1640.0
819.0,311.0,1126.0
1564.0,425.0,1801.0
1787.0,361.0,1788.0
1571.0,386.0,1555.0
804.0,221.0,957.0
1037.0,317.0,1540.0
1526.0,365.0,1762.0
2259.0,592.0,2673.0
1038.0,298.0,1391.0
2161.0,548.0,2552.0
266.0,80.0,294.0
4797.0,1187.0,4776.0
2396.0,713.0,3158.0
2151.0,645.0,2838.0
929.0,244.0,1239.0
121.0,26.0,123.0
2307.0,531.0,2399.0
1548.0,347.0,1507.0
3131.0,823.0,3543.0
504.0,108.0,441.0
2660.0,595.0,2491.0
1609.0,426.0,1696.0
1648.0,373.0,1681.0
954.0,191.0,1032.0
1781.0,447.0,2027.0
1961.0,481.0,2227.0
2583.0,670.0,2910.0
1573.0,468.0,2063.0
1325.0,335.0,1438.0
3537.0,807.0,3640.0
5389.0,1178.0,5661.0
2640.0,594.0,3073.0
3339.0,762.0,3569.0
2013.0,432.0,1986.0
3878.0,846.0,4036.0
1600.0,338.0,1558.0
1285.0,276.0,1399.0
2477.0,573.0,2686.0
1584.0,496.0,1954.0
2847.0,642.0,2775.0
2259.0,670.0,2779.0
1792.0,419.0,2215.0
1728.0,448.0,2278.0
1296.0,331.0,1179.0
1242.0,332.0,1076.0
3563.0,848.0,4151.0
2330.0,557.0,2831.0
1742.0,626.0,2707.0
1669.0,497.0,2704.0
1269.0,406.0,1970.0
1336.0,418.0,2393.0
672.0,226.0,1137.0
1279.0,378.0,1987.0
1376.0,428.0,2192.0
499.0,163.0,782.0
1093.0,382.0,1891.0
769.0,235.0,1185.0
679.0,231.0,1285.0
1257.0,414.0,2108.0
819.0,273.0,1409.0
806.0,241.0,1371.0
379.0,128.0,689.0
901.0,272.0,1597.0
1139.0,320.0,1788.0
1170.0,445.0,2325.0
861.0,262.0,1443.0
741.0,245.0,1479.0
1011.0,305.0,1860.0
965.0,323.0,1897.0
1999.0,718.0,3694.0
2296.0,963.0,4327.0
1164.0,332.0,1810.0
1492.0,393.0,1921.0
1766.0,616.0,3007.0
1779.0,501.0,2746.0
1933.0,561.0,2994.0
1762.0,679.0,3341.0
1858.0,564.0,3185.0
1456.0,416.0,2048.0
1481.0,483.0,2739.0
825.0,266.0,1562.0
976.0,370.0,2068.0
538.0,206.0,1055.0
583.0,319.0,1205.0
1100.0,375.0,1813.0
892.0,335.0,1726.0
3147.0,1449.0,6132.0
825.0,356.0,1711.0
1107.0,477.0,2115.0
1580.0,427.0,2374.0
3426.0,1117.0,5482.0
1525.0,484.0,3652.0
3081.0,1047.0,6689.0
599.0,209.0,1313.0
831.0,275.0,1701.0
578.0,192.0,1330.0
804.0,271.0,1439.0
1056.0,280.0,1646.0
392.0,123.0,834.0
1488.0,464.0,2956.0
466.0,149.0,1009.0
887.0,266.0,1390.0
1519.0,549.0,2938.0
1718.0,558.0,2819.0
658.0,207.0,1057.0
1052.0,411.0,1699.0
1382.0,513.0,3250.0
1420.0,479.0,2894.0
798.0,259.0,1505.0
628.0,187.0,1022.0
848.0,244.0,1340.0
1902.0,565.0,3055.0
129.0,20.0,175.0
2210.0,647.0,3342.0
890.0,249.0,1428.0
2003.0,622.0,3418.0
1230.0,447.0,1921.0
683.0,213.0,1207.0
1187.0,363.0,1814.0
951.0,272.0,1375.0
1370.0,411.0,2252.0
1508.0,485.0,2819.0
1464.0,365.0,2226.0
1462.0,457.0,2017.0
1274.0,278.0,1452.0
2786.0,636.0,3580.0
1079.0,237.0,1353.0
1967.0,398.0,2391.0
2176.0,416.0,2342.0
1441.0,306.0,1792.0
1727.0,371.0,2028.0
746.0,201.0,931.0
763.0,216.0,1299.0
1832.0,465.0,2050.0
1467.0,313.0,1560.0
2108.0,498.0,2547.0
1326.0,324.0,1507.0
1355.0,388.0,1686.0
1462.0,312.0,1623.0
1609.0,319.0,1453.0
727.0,179.0,804.0
1092.0,268.0,1254.0
1149.0,284.0,1475.0
1113.0,253.0,1309.0
982.0,205.0,1044.0
924.0,212.0,1141.0
1115.0,257.0,1458.0
1020.0,268.0,1381.0
1385.0,380.0,1993.0
1341.0,324.0,1729.0
1367.0,334.0,1431.0
977.0,257.0,1403.0
1262.0,300.0,1519.0
2028.0,521.0,2349.0
1571.0,354.0,1493.0
2296.0,750.0,2610.0
1112.0,268.0,1499.0
1015.0,239.0,1375.0
1517.0,376.0,1782.0
3883.0,840.0,3188.0
1757.0,375.0,1733.0
3899.0,930.0,5026.0
900.0,228.0,1129.0
1203.0,363.0,1919.0
898.0,216.0,1341.0
1728.0,375.0,1819.0
1285.0,308.0,1469.0
1694.0,403.0,2160.0
1837.0,431.0,2246.0
4580.0,1109.0,6361.0
905.0,253.0,1336.0
6652.0,2081.0,11989.0
253.0,75.0,629.0
5278.0,1691.0,8749.0
1743.0,448.0,2241.0
4429.0,1299.0,6756.0
3394.0,1087.0,5459.0
3881.0,930.0,4535.0
2091.0,352.0,1702.0
2079.0,494.0,2383.0
4349.0,1229.0,5973.0
8997.0,2497.0,14058.0
3738.0,615.0,3055.0
1390.0,276.0,1468.0
460.0,83.0,349.0
484.0,166.0,797.0
5325.0,1707.0,8076.0
193.0,35.0,116.0
170.0,50.0,265.0
1784.0,591.0,3272.0
2031.0,555.0,2837.0
813.0,173.0,682.0
4027.0,938.0,4468.0
3538.0,978.0,5640.0
3912.0,1121.0,6909.0
2044.0,652.0,2945.0
1971.0,598.0,3512.0
1344.0,381.0,2643.0
1371.0,415.0,2988.0
2647.0,969.0,5992.0
2959.0,679.0,3530.0
1410.0,346.0,2006.0
1407.0,367.0,1983.0
2613.0,932.0,5284.0
1968.0,566.0,3632.0
1429.0,457.0,3343.0
1039.0,333.0,2275.0
3727.0,1107.0,8399.0
1858.0,449.0,2376.0
3527.0,914.0,5462.0
1954.0,522.0,2777.0
8907.0,2714.0,16414.0
7732.0,2552.0,16042.0
3112.0,982.0,6100.0
2418.0,665.0,3978.0
610.0,185.0,1219.0
451.0,132.0,1075.0
660.0,200.0,1348.0
1348.0,389.0,2799.0
1560.0,555.0,3335.0
599.0,170.0,1259.0
10988.0,3061.0,19059.0
1415.0,641.0,3088.0
7228.0,2159.0,9893.0
4014.0,1124.0,7353.0
1126.0,276.0,1171.0
44.0,16.0,62.0
727.0,369.0,1391.0
469.0,97.0,437.0
503.0,103.0,378.0
502.0,117.0,477.0
46.0,7.0,24.0
421.0,138.0,859.0
